query_name,taxid,scientific_name,rank,lineage,synonyms
Prevotella ruminicola,,Prevotella ruminicola,Unknown,Unknown,
Prevotella scopos,589437.0,Prevotella scopos,species,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella,
Prevotella stercorea,363265.0,Leyella stercorea,species,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Leyella,Leyella stercorea (Hayashi et al. 2007) Hitch et al. 2023; Prevotella stercorea
Prevotella tannerae,76122.0,Alloprevotella tannerae,species,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Alloprevotella,Prevotella tannerae
Prevotella timonensis,,Prevotella timonensis,Unknown,Unknown,
Prevotella veroralis,28137.0,Prevotella veroralis,species,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella,Bacteroides veroralis
Prevotellaceae,171552.0,Prevotellaceae,family,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Bacteroidia; Bacteroidales,
Propionibacteriaceae,31957.0,Propionibacteriaceae,family,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Propionibacteriales,Propionibacterium group
Propionibacterium,1743.0,Propionibacterium,genus,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Propionibacteriales; Propionibacteriaceae,
Propionibacterium acidifaciens,556499.0,Propionibacterium acidifaciens,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Propionibacteriales; Propionibacteriaceae; Propionibacterium,Propionibacterium genomosp. C1
Propionibacterium acnes,1747.0,Cutibacterium acnes,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Propionibacteriales; Propionibacteriaceae; Cutibacterium,Bacillus acnes; Corynebacterium acnes; Cutibacterium acnes (Gilchrist 1900) Scholz and Kilian 2016; Propionibacterium acnes
Propionibacterium granulosum,,Propionibacterium granulosum,Unknown,Unknown,
Propionibacterium humerusii,2559073.0,Cutibacterium modestum,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Propionibacteriales; Propionibacteriaceae; Cutibacterium,Cutibacterium humerusii; Propionibacterium humerusii
Propionicimonas,236052.0,Propionicimonas,genus,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Propionibacteriales; Nocardioidaceae,
Propionimicrobium,203133.0,Propionimicrobium,genus,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Propionibacteriales; Propionibacteriaceae,
Propionimicrobium lymphophilum,33012.0,Propionimicrobium lymphophilum,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Propionibacteriales; Propionibacteriaceae; Propionimicrobium,Bacillus lymphophilus; Corynebacterium lymphophilum; Mycobacterium lymphophilum; Propionibacterium lymphophilum
Proteobacteria,1224.0,Pseudomonadota,phylum,cellular organisms; Bacteria; Pseudomonadati,"""Alphaproteobacteriota"" Whitman et al. 2018; Alphaproteobacteriota; Proteobacteria; Proteobacteriota"
Proteus,210425.0,Proteus,genus,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amphibia; Batrachia; Caudata; Salamandroidea; Proteidae,
Providencia,586.0,Providencia,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae,
Psathyrella artemisiae,443882.0,Psathyrella artemisiae,species,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetidae; Agaricales; Agaricineae; Psathyrellaceae; Psathyrella,Agaricus artemisiae
Pseudarcicella,1664383.0,Pseudarcicella,genus,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Cytophagia; Cytophagales; Flectobacillaceae,
Pseudidiomarina,2800384.0,Pseudidiomarina,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Alteromonadales; Idiomarinaceae,
Pseudoalteromonas,53246.0,Pseudoalteromonas,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Alteromonadales; Pseudoalteromonadaceae,
Pseudobutyrivibrio,46205.0,Pseudobutyrivibrio,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae,
Pseudobutyrivibrio ruminis,46206.0,Pseudobutyrivibrio ruminis,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Pseudobutyrivibrio,
Pseudochrobactrum,354349.0,Pseudochrobactrum,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Brucellaceae,
Pseudoflavonifractor,1017280.0,Pseudoflavonifractor,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Oscillospiraceae,
Pseudoflavonifractor capillosus,106588.0,Pseudoflavonifractor capillosus,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Oscillospiraceae; Pseudoflavonifractor,Bacteroides capillosus (Tissier 1908) Kelly 1957 (Approved Lists 1980); Pseudobacterium capillosum; Ristella capillosa
Pseudomonadaceae,135621.0,Pseudomonadaceae,family,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pseudomonadales,
Pseudomonadales,72274.0,Pseudomonadales,order,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria,Pseudomonaceae/Moraxellaceae group
Pseudomonas,286.0,Pseudomonas,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae,"""Chlorobacterium"" Guillebeau 1890, nom. rejic. Opin. 6 (not ""Chlorobacterium"" Lauterborn 1916); Chryseomonas; Flavimonas; Liquidomonas; Loefflerella"
Pseudomonas aeruginosa,287.0,Pseudomonas aeruginosa,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group,Bacillus aeruginosus; Bacillus pyocyaneus; Bacterium aeruginosum; Bacterium pyocyaneum; Micrococcus pyocyaneus
Pseudomonas straminea,47882.0,Phytopseudomonas straminea,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Phytopseudomonas,"""Pseudomonas ochracea"" (Zimmermann 1890) Chester 1901; Pseudomonas ochraceae; Pseudomonas straminae; Pseudomonas straminea; Pseudomonas straminea corrig. Iizuka and Komagata 1963 (Approved Lists 1980)"
Pseudonocardia,1847.0,Pseudonocardia,genus,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae,Actinobispora
Pseudonocardiaceae,2070.0,Pseudonocardiaceae,family,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Pseudonocardiales,Actinosynnemataceae
Pseudoramibacter,113286.0,Pseudoramibacter,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Eubacteriaceae,
Pseudoramibacter alactolyticus,113287.0,Pseudoramibacter alactolyticus,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Eubacteriaceae; Pseudoramibacter,Eubacterium alactolyticum; Ramibacterium alactolyticum; Ramibacterium dentium; Ramibacterium pleuriticum
Pseudoxanthomonas,83618.0,Pseudoxanthomonas,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Lysobacterales; Lysobacteraceae,
Pseudoxanthomonas mexicana,128785.0,Pseudoxanthomonas mexicana,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Lysobacterales; Lysobacteraceae; Pseudoxanthomonas,
Pseudozyma churashimaensis,745057.0,Dirkmeia churashimaensis,species,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Ustilaginomycotina; Ustilaginomycetes; Ustilaginales; Ustilaginaceae; Dirkmeia,Pseudozyma churashimaensis
Psychrobacter,497.0,Psychrobacter,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae,
Psychromonas,67572.0,Psychromonas,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Alteromonadales; Psychromonadaceae,
Pyramidobacter,638847.0,Pyramidobacter,genus,cellular organisms; Bacteria; Thermotogati; Synergistota; Synergistia; Synergistales; Dethiosulfovibrionaceae,
Pyramidobacter piscolens,638849.0,Pyramidobacter piscolens,species,cellular organisms; Bacteria; Thermotogati; Synergistota; Synergistia; Synergistales; Dethiosulfovibrionaceae; Pyramidobacter,
Pyronemataceae,110846.0,Pyronemataceae,family,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; Pezizomycetes; Pezizales,"Humariaceae; Otidiaceae; Otidiaceae Eckblad, 1968"
Rahnella,34037.0,Rahnella,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae,
Ralstonia,48736.0,Ralstonia,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae,
Ralstonia insidiosa,190721.0,Ralstonia insidiosa,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia,
Raoultella,160674.0,Raoultella,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group,
Rathayibacter,33886.0,Rathayibacter,genus,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae,
Rathayibacter caricis,110936.0,Rathayibacter caricis,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae; Rathayibacter,
Respiratory syncytial virus,12814.0,Respiratory syncytial virus,no rank,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Pneumoviridae; Orthopneumovirus; Orthopneumovirus bovis; Bovine orthopneumovirus,
Rhizobiales,356.0,Hyphomicrobiales,order,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria,Rhizobiales; rhizobacteria
Rhizobium,379.0,Rhizobium,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Rhizobium/Agrobacterium group,Phytomyxa; Rhizobacterium
Rhodobaca,121820.0,Roseinatronobacter,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae,Rhodobaca; Roseibaca
Rhodobacteraceae,31989.0,Paracoccaceae,family,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales,Rhodobacter clade; Rhodobacteraceae; Rhodobacteraceae Garrity et al. 2006; alpha-3 proteobacteria
Rhodococcus,1661425.0,Rhodococcus,genus,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Paraneoptera; Hemiptera; Sternorrhyncha; Coccoidea; Coccidae,
Rhodocyclaceae,75787.0,Rhodocyclaceae,family,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Rhodocyclales,Rhodocyclus group; beta-2 subgroup
Rhodoplanes,29407.0,Rhodoplanes,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Nitrobacteraceae,
Rhodotorula dairenensis,86832.0,Rhodotorula dairenensis,species,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Pucciniomycotina; Microbotryomycetes; Sporidiobolales; Sporidiobolaceae; Rhodotorula,Rhodotorula glutinis var. dairenensis
Rhodotorula mucilaginosa,5537.0,Rhodotorula mucilaginosa,species,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Pucciniomycotina; Microbotryomycetes; Sporidiobolales; Sporidiobolaceae; Rhodotorula,"Rhodotorula mucilaginosa (A. Jo?rg.) F.C. Harrison, 1928; Rhodotorula mucilaginosa var. mucilaginosa; Rhodotorula mucilaginosa var. plicata; Rhodotorula pilimanae; Saccharomyces ruber"
Rikenella,28138.0,Rikenella,genus,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Bacteroidia; Bacteroidales; Rikenellaceae,
Rikenellaceae,171550.0,Rikenellaceae,family,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Bacteroidia; Bacteroidales,
Romboutsia,1501226.0,Romboutsia,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Peptostreptococcaceae,
Roseateles,93681.0,Roseateles,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Sphaerotilaceae,Kinneretia; Mitsuaria; Mitsuaria Amakata et al. 2005; Paucibacter; Pelomonas
Roseburia,841.0,Roseburia,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae,
Roseburia Inulinivorans,360807.0,Roseburia inulinivorans,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Roseburia,
Roseburia faecis,301302.0,Roseburia faecis,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Roseburia,Agathobacter faecis
Roseburia hominis,301301.0,Roseburia hominis,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Roseburia,
Roseburia intestinalis,166486.0,Roseburia intestinalis,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Roseburia,
Roseomonas,125216.0,Roseomonas,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Acetobacterales; Roseomonadaceae,Teichococcus
Rothia,508215.0,Rothia,genus,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; 50 kb inversion clade; genistoids sensu lato; core genistoids; Crotalarieae,
Rothia aeria,172042.0,Rothia aeria,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae; Rothia,
Rothia denticariosa,,Rothia denticariosa,Unknown,Unknown,
Rothia mucilaginosa,43675.0,Rothia mucilaginosa,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae; Rothia,Micrococcus mucilaginosus; Stomatococcus mucilaginosus
Rubellimicrobium,295418.0,Rubellimicrobium,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Roseobacteraceae,
Rubrobacter,42255.0,Rubrobacter,genus,cellular organisms; Bacteria; Bacillati; Actinomycetota; Rubrobacteria; Rubrobacterales; Rubrobacteraceae,
Ruminiclostridium,1508657.0,Ruminiclostridium,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Oscillospiraceae,
Ruminococcaceae,216572.0,Oscillospiraceae,family,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales,Hungateiclostridiaceae; Ruminococcaceae
Ruminococcus,1263.0,Ruminococcus,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Oscillospiraceae,
Ruminococcus albus,1264.0,Ruminococcus albus,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Oscillospiraceae; Ruminococcus,
Ruminococcus bromii,40518.0,Ruminococcus bromii,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Oscillospiraceae; Ruminococcus,
Ruminococcus callidus,40519.0,Ruminococcus callidus,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Oscillospiraceae; Ruminococcus,
Ruminococcus flavefaciens,1265.0,Ruminococcus flavefaciens,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Oscillospiraceae; Ruminococcus,
Ruminococcus gnavus,33038.0,Mediterraneibacter gnavus,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Mediterraneibacter,Hominicoccus gnavus; Mediterraneibacter gnavus (Moore et al. 1976) Togo et al. 2023; Ruminococcus gnavus
Ruminococcus lactaris,46228.0,[Ruminococcus] lactaris,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Mediterraneibacter,Mediterraneibacter lactaris; Ruminococcus lactaris
Ruminococcus obeum,40520.0,Blautia obeum,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Blautia,Ruminococcus obeum
Ruminococcus productus,33035.0,Blautia producta,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Blautia,Blautia coccoides; Blautia producta (Pre?vot 1941) Liu et al. 2008; Blautia producta subsp. coccoides; Clostridium coccoides; Peptostreptococcus productus (Pre?vot 1941) Smith 1957 (Approved Lists 1980)
Ruminococcus torques,33039.0,[Ruminococcus] torques,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Mediterraneibacter,Mediterraneibacter torques; Ruminococcus torques
Russulaceae,5401.0,Russulaceae,family,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetes incertae sedis; Russulales,
SR1,,SR1,Unknown,Unknown,
Saccharomyces castellii,,Saccharomyces castellii,Unknown,Unknown,
Saccharomyces cerevisiae,4932.0,Saccharomyces cerevisiae,species,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces,"Candida robusta; Mycoderma cerevisiae; Saccharomyces boulardii (nom. inval.); Saccharomyces capensis; Saccharomyces cerevisiae (Desm.) Meyen ex E.C. Hansen, 1883"
Saccharophagus,316625.0,Saccharophagus,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Cellvibrionales; Cellvibrionaceae,
Salmonella,590.0,Salmonella,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae,
Salmonella enterica,28901.0,Salmonella enterica,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella,Bacillus cholerae-suis; Salmonella cholerae-suis; Salmonella choleraesuis; Salmonella enterica ser. choleraesuis
Saprolegnia,4769.0,Saprolegnia,genus,cellular organisms; Eukaryota; Sar; Stramenopiles; Oomycota; Saprolegniomycetes; Saprolegniales; Saprolegniaceae,
Sarcina,1266.0,Sarcina,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Clostridiaceae,
Scardovia,196081.0,Scardovia,genus,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Bifidobacteriales; Bifidobacteriaceae,
Scardovia wiggsiae,230143.0,Scardovia wiggsiae,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Bifidobacteriales; Bifidobacteriaceae; Scardovia,Scardovia genomosp. C1; Scardovia genomospecies C1
Schlegelella,196013.0,Caldimonas,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Sphaerotilaceae,Caenibacterium; Schlegelella; Zhizhongheella
Sclerodermataceae,37466.0,Sclerodermataceae,family,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetidae; Boletales; Sclerodermatineae,
Sediminibacterium,504481.0,Sediminibacterium,genus,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Chitinophagia; Chitinophagales; Chitinophagaceae,
Selenomonas,970.0,Selenomonas,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Negativicutes; Selenomonadales; Selenomonadaceae,
Selenomonas noxia,135083.0,Selenomonas noxia,species,cellular organisms; Bacteria; Bacillati; Bacillota; Negativicutes; Selenomonadales; Selenomonadaceae; Selenomonas,
Selenomonas sputigena,69823.0,Selenomonas sputigena,species,cellular organisms; Bacteria; Bacillati; Bacillota; Negativicutes; Selenomonadales; Selenomonadaceae; Selenomonas,Selenomonas sputigena (Flu?gge 1886) Boskamp 1922 (Approved Lists 1980); Selenomonas sputigena (Flu?gge 1886) Boskamp 1922 (Approved Lists 1980) emend. Judicial Commission 1992; Vibrio sputigenus
Sellimonas,1769710.0,Sellimonas,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae,
Serratia,2985502.0,Serratia,genus,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Coleoptera; Polyphaga; Elateriformia; Elateroidea; Lampyridae; Luciolinae,
Shewanella,22.0,Shewanella,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Alteromonadales; Shewanellaceae,
Shewanella algae,38313.0,Shewanella algae,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella,Shewanella alga; Shewanella haliotis; Shewanella upenei
Shigella,620.0,Shigella,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae,
Shigella flexneri,623.0,Shigella flexneri,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella,Shigella paradysenteriae
Shigella sonnei,624.0,Shigella sonnei,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella,Bacterium sonnei
Shuttleworthia,177971.0,Shuttleworthella,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae,Shuttleworthia
Simonsiella muelleri,72.0,Simonsiella muelleri,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Simonsiella,Caryophanon muelleri
Skermanella,204447.0,Skermanella,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Azospirillaceae,
Slackia,84108.0,Slackia,genus,cellular organisms; Bacteria; Bacillati; Actinomycetota; Coriobacteriia; Eggerthellales; Eggerthellaceae,
Sneathia,168808.0,Sneathia,genus,cellular organisms; Bacteria; Fusobacteriati; Fusobacteriota; Fusobacteriia; Fusobacteriales; Leptotrichiaceae,
Sneathia sanguinegens,40543.0,Sneathia sanguinegens,species,cellular organisms; Bacteria; Fusobacteriati; Fusobacteriota; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Sneathia,Leptotrichia sanguinegens
Solobacterium,123375.0,Solobacterium,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae,
Sphingobacterium,28453.0,Sphingobacterium,genus,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Sphingobacteriia; Sphingobacteriales; Sphingobacteriaceae,
Sphingobium,165695.0,Sphingobium,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Sphingobiaceae,
Sphingobium xenophagum,121428.0,Sphingobium xenophagum,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Sphingobiaceae; Sphingobium,Sphingobium hydrophobicum; Sphingomonas xenophaga
Sphingomonadaceae,41297.0,Sphingomonadaceae,family,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Sphingomonadales,
Sphingomonas,13687.0,Sphingomonas,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae,
Sphingomonas changbaiensis,529705.0,Sphingomonas changbaiensis,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas,
Sphingomonas yabuuchiae,172044.0,Sphingomonas yabuuchiae,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas,
Sphingopyxis flavimaris,266812.0,Parasphingorhabdus flavimaris,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Sphingorhabdaceae; Parasphingorhabdus,Sphingopyxis flavimaris; Sphingorhabdus flavimaris
Spirochaetaceae,137.0,Spirochaetaceae,family,cellular organisms; Bacteria; Pseudomonadati; Spirochaetota; Spirochaetia; Spirochaetales,
Spirochaetes,203692.0,Spirochaetia,class,cellular organisms; Bacteria; Pseudomonadati; Spirochaetota,Spirochaetes
Spirodela,4473.0,Spirodela,genus,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; Liliopsida; Alismatales; Araceae; Lemnoideae,
Sporobacter,44748.0,Sporobacter,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Oscillospiraceae,
Sporobacter termitidis,44749.0,Sporobacter termitidis,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Oscillospiraceae; Sporobacter,
Staphylococcaceae,90964.0,Staphylococcaceae,family,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales,Staphylococcaceae Schleifer and Bell 2010
Staphylococcus,1279.0,Staphylococcus,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae,Aurococcus
